alpha_error_original_definition,analysis_nrmse,case,device,forecast_coverage_90,forecast_crps,forecast_interval_width_90,forecast_nrmse,runtime_seconds,seed_index,variant
0.026035466897145643,0.16889804239885914,kse,cuda:3,0.4314585540254237,0.257932597442718,0.613960443426003,0.3716161445324848,17.277462867088616,6,joint_local
0.06248925151996154,0.17097517011834165,kse,cuda:2,0.3314353813559322,0.3919493468862838,0.58749226288316,0.45610681305072703,32.02388655790128,6,locked21
0.06116924785326927,0.16556312840387105,kse,cuda:3,0.4114804025423729,0.27489712209745365,0.4673456651022024,0.36321868271999597,16.97506422083825,6,locked_local
0.060376624741318885,0.1652732868825344,kse,cuda:3,0.4179025423728814,0.2702286768197289,0.4838948348698494,0.3577789341332729,17.073857575887814,6,native
0.06593508293404815,0.16260109797331648,kse,cuda:3,0.367137844279661,0.3031951271077993,0.45199510376161517,0.3841289304846648,31.33923923014663,6,snr21
0.041738231242715695,0.23145083224160146,kse,cuda:2,0.2573821504237288,0.6360714326090471,0.8444543688596567,0.6865577860070738,1.4913869800511748,9,aug
0.09999999999999987,0.1756602777371754,kse,cuda:3,0.19210143008474576,0.5387567040516605,0.35984769624930313,0.5761024572647883,16.233809583820403,9,bma
0.04565969474800857,0.1818844493803783,kse,cuda:2,0.201122219279661,0.5502872688375697,0.4794786716459752,0.5861305610666311,31.96805541892536,9,gate21
0.01687075918161529,0.1639261606079587,kse,cuda:3,0.2045319120762712,0.5112984132121052,0.48916280979308896,0.5664713872436017,17.07980857999064,9,gate_local
0.03197663474020773,0.22392842638495658,kse,cuda:3,0.1662804555084746,0.6551727032961056,0.4329235701253017,0.5593286687861534,31.022640488110483,9,grid21
0.022078146400699605,0.292779646098299,kse,cuda:3,0.1971828654661017,0.559780812746804,0.4510775048457249,0.6150485896729178,31.46353873400949,9,joint21
0.014818740319678003,0.22169040265091397,kse,cuda:2,0.141651218220339,0.614369080557993,0.46980566156508335,0.6353809138819313,17.54993288614787,9,joint_local
0.027544048312734715,0.2320982327311108,kse,cuda:3,0.20934851694915255,0.521081482902461,0.4863579350165397,0.5530040487998026,30.93901436193846,9,locked21
0.012283302420093678,0.17750965734431512,kse,cuda:2,0.212840969279661,0.4958859166050897,0.5017724322069489,0.5552523602596166,17.63217587582767,9,locked_local
0.018519957012040456,0.17737510365210918,kse,cuda:2,0.2172603283898305,0.4871205054803357,0.4800334962310338,0.548141012129768,17.525193592067808,9,native
0.035317857777501516,0.23540436778719095,kse,cuda:2,0.18653998940677965,0.6112686150967398,0.477815498416529,0.612056830118637,32.02208989812061,9,snr21
0.08029988546844025,0.26221746403476653,kse,cuda:3,0.16106660487288135,0.6238437664216966,0.38948045985043406,0.6932964333816458,1.4586820621043444,12,aug
0.09999999999999987,0.24192133309093558,kse,cuda:2,0.19244902012711865,0.5892274269317481,0.49462751862414195,0.7150965308134166,16.583385050995275,12,bma
0.08808328201341542,0.2880085491758999,kse,cuda:3,0.24854343220338984,0.6356075860057969,0.6107270824789803,0.7203813963547834,31.33299326314591,12,gate21
0.10000000000000009,0.2606085013714642,kse,cuda:2,0.1907607256355932,0.6208634766795231,0.5306607761870923,0.7432833595935882,17.453131627989933,12,gate_local
0.10000000000000009,0.23616290387755348,kse,cuda:2,0.21241061970338984,0.5717569774933107,0.4558065659893912,0.7157779905047698,32.15990734286606,12,grid21
0.10000000000000009,0.2381133498899901,kse,cuda:2,0.21474443855932204,0.5662206205158129,0.47854690676758105,0.7094544683048261,32.29870404000394,12,joint21
0.10000000000000009,0.24625165120203746,kse,cuda:3,0.19367386122881355,0.6209722609379756,0.4028363430581792,0.7526396448372198,17.139164358144626,12,joint_local
0.10000000000000009,0.24014419660849587,kse,cuda:2,0.2292439088983051,0.5680951418236679,0.49655688612858245,0.7096716961339681,32.010513397865,12,locked21
